init_lr,dropout,freeze_image_encoder,test_loss,test_reg_loss,test_c_index,test_decile_recall,test_1year_auc,test_2year_auc,test_3year_auc,test_4year_auc,test_5year_auc,results_path,model_path,log_path
1e-06,0.0,True,0.25097452495247125,0.0,0.7906486628139079,0.28125,0.8711764705882352,0.8410819949281487,0.8409943714821764,0.8333690297708289,0.7984572784810127,logs/b7d0720748f59fe10587ecb33b7e98aa.results,snapshot/7648a8aa77dcc9ad23725b2a93cb3d9c_model.pt,logs/b7d0720748f59fe10587ecb33b7e98aa.txt
1e-05,0.0,True,0.25097452495247125,0.0,0.7906486628139079,0.28125,0.8711764705882352,0.8410819949281487,0.8409943714821764,0.8333690297708289,0.7984572784810127,logs/ff887abcf7aa345b5a1e012e37ad4c2b.results,snapshot/d41aec723f56bf0c2276503d1cefc07e_model.pt,logs/ff887abcf7aa345b5a1e012e37ad4c2b.txt
